Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,16:08:32.372,Pigeon,pistol,0.277s,2,1,0.5,50,250,0.2,false
2,16:08:33.490,Pigeon,pistol,0.77s,2,1,0.5,50,250,0.2,false
3,16:08:34.171,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
4,16:08:35.497,Pigeon,pistol,0.701s,2,1,0.5,50,250,0.2,false
5,16:08:36.032,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
6,16:08:37.116,Pigeon,pistol,0.292s,2,1,0.5,50,250,0.2,false
7,16:08:38.053,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
8,16:08:38.761,Pigeon,pistol,0.291s,2,1,0.5,50,250,0.2,false
9,16:08:39.810,Pigeon,pistol,0.431s,2,1,0.5,50,250,0.2,false
10,16:08:40.331,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
11,16:08:42.622,Pigeon,pistol,1.804s,4,1,0.25,50,500,0.1,false
12,16:08:43.192,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
13,16:08:44.380,Pigeon,pistol,0.736s,2,1,0.5,50,250,0.2,false
14,16:08:45.623,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
15,16:08:46.102,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
16,16:08:46.755,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
17,16:08:48.525,Pigeon,pistol,1.221s,3,1,0.333,50,375,0.133,false
18,16:08:49.324,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
19,16:08:50.054,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
20,16:08:50.721,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
21,16:08:51.199,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
22,16:08:53.394,Pigeon,pistol,1.666s,4,1,0.25,50,500,0.1,false
23,16:08:54.277,Pigeon,pistol,0.305s,2,1,0.5,50,250,0.2,false
24,16:08:55.526,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
25,16:08:56.332,Pigeon,pistol,0.001s,1,1,1,50,125,0.4,false
26,16:08:56.992,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
27,16:08:57.568,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
