Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,15:59:18.616,target,BB Gun,0s,1,1,1,1,1,1,false
2,15:59:19.221,target,BB Gun,0s,1,1,1,1,1,1,false
3,15:59:19.652,target,BB Gun,0s,1,1,1,1,1,1,false
4,15:59:21.277,target,BB Gun,0.674s,2,1,0.5,1,2,0.5,false
5,15:59:21.784,target,BB Gun,0s,1,1,1,1,1,1,false
6,15:59:22.291,target,BB Gun,0.001s,1,1,1,1,1,1,false
7,15:59:22.853,target,BB Gun,0s,1,1,1,1,1,1,false
8,15:59:23.958,target,BB Gun,0.549s,2,1,0.5,1,2,0.5,false
9,15:59:24.472,target,BB Gun,0s,1,1,1,1,1,1,false
10,15:59:25.083,target,BB Gun,0s,1,1,1,1,1,1,false
11,15:59:25.624,target,BB Gun,0s,1,1,1,1,1,1,false
12,15:59:26.159,target,BB Gun,0s,1,1,1,1,1,1,false
13,15:59:27.110,target,BB Gun,0.486s,2,1,0.5,1,2,0.5,false
14,15:59:27.666,target,BB Gun,0s,1,1,1,1,1,1,false
15,15:59:28.312,target,BB Gun,0s,1,1,1,1,1,1,false
16,15:59:28.895,target,BB Gun,0s,1,1,1,1,1,1,false
17,15:59:29.507,target,BB Gun,0s,1,1,1,1,1,1,false
18,15:59:30.034,target,BB Gun,0s,1,1,1,1,1,1,false
19,15:59:30.562,target,BB Gun,0s,1,1,1,1,1,1,false
20,15:59:31.111,target,BB Gun,0s,1,1,1,1,1,1,false
21,15:59:31.680,target,BB Gun,0s,1,1,1,1,1,1,false
22,15:59:32.341,target,BB Gun,0s,1,1,1,1,1,1,false
23,15:59:32.959,target,BB Gun,0.001s,1,1,1,1,1,1,false
24,15:59:33.403,target,BB Gun,0s,1,1,1,1,1,1,false
25,15:59:34.361,target,BB Gun,0.479s,2,1,0.5,1,2,0.5,false
26,15:59:34.806,target,BB Gun,0s,1,1,1,1,1,1,false
