Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,10:34:46.369,Regenerating Pokeball,Poke-Drill,0.049s,6,6,1,1.2,1.2,1,false
2,10:34:47.410,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
3,10:34:49.196,Regenerating Pokeball,Poke-Drill,0.924s,13,13,1,2.6,2.6,1,false
4,10:34:49.876,Regenerating Pokeball,Poke-Drill,0.049s,6,6,1,1.2,1.2,1,false
5,10:34:50.703,Regenerating Pokeball,Poke-Drill,0.07s,8,8,1,1.6,1.6,1,false
6,10:34:51.244,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
7,10:34:52.563,Regenerating Pokeball,Poke-Drill,0.722s,16,16,1,3.2,3.2,1,false
8,10:34:53.098,Regenerating Pokeball,Poke-Drill,0.076s,9,9,1,1.8,1.8,1,false
9,10:34:53.765,Regenerating Pokeball,Poke-Drill,0.049s,6,6,1,1.2,1.2,1,false
10,10:34:55.453,Regenerating Pokeball,Poke-Drill,0.819s,14,14,1,2.8,2.8,1,false
11,10:34:56.119,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
12,10:34:57.022,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
13,10:34:57.640,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
14,10:34:59.155,Regenerating Pokeball,Poke-Drill,0.625s,15,15,1,3,3,1,false
15,10:34:59.710,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
16,10:35:00.557,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
17,10:35:01.244,Regenerating Pokeball,Poke-Drill,0.049s,6,6,1,1.2,1.2,1,false
18,10:35:03.585,Regenerating Pokeball,Poke-Drill,1.786s,29,12,0.414,2.4,5.8,0.414,false
19,10:35:04.439,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
20,10:35:05.231,Regenerating Pokeball,Poke-Drill,0.076s,9,9,1,1.8,1.8,1,false
21,10:35:06.029,Regenerating Pokeball,Poke-Drill,0.056s,7,7,1,1.4,1.4,1,false
22,10:35:07.475,Regenerating Pokeball,Poke-Drill,0.715s,13,13,1,2.6,2.6,1,false
23,10:35:08.120,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
24,10:35:09.828,Regenerating Pokeball,Poke-Drill,0.909s,16,16,1,3.2,3.2,1,false
25,10:35:11.523,Regenerating Pokeball,Poke-Drill,0.889s,14,14,1,2.8,2.8,1,false
26,10:35:13.072,Regenerating Pokeball,Poke-Drill,0.799s,14,14,1,2.8,2.8,1,false
27,10:35:14.725,Regenerating Pokeball,Poke-Drill,0.778s,16,15,0.938,3,3.2,0.938,false
28,10:35:15.336,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
29,10:35:16.238,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
30,10:35:16.829,Regenerating Pokeball,Poke-Drill,0.049s,6,6,1,1.2,1.2,1,false
31,10:35:17.405,Regenerating Pokeball,Poke-Drill,0.076s,9,9,1,1.8,1.8,1,false
32,10:35:18.127,Regenerating Pokeball,Poke-Drill,0.056s,7,7,1,1.4,1.4,1,false
33,10:35:18.815,Regenerating Pokeball,Poke-Drill,0.049s,6,6,1,1.2,1.2,1,false
34,10:35:20.760,Regenerating Pokeball,Poke-Drill,1.237s,24,13,0.542,2.6,4.8,0.542,false
35,10:35:21.600,Regenerating Pokeball,Poke-Drill,0.097s,11,11,1,2.2,2.2,1,false
36,10:35:22.801,Regenerating Pokeball,Poke-Drill,0.097s,11,11,1,2.2,2.2,1,false
37,10:35:24.940,Regenerating Pokeball,Poke-Drill,1.188s,22,15,0.682,3,4.4,0.682,false
38,10:35:26.093,Regenerating Pokeball,Poke-Drill,0.736s,19,8,0.421,1.6,3.8,0.421,false
39,10:35:26.697,Regenerating Pokeball,Poke-Drill,0.076s,9,9,1,1.8,1.8,1,false
40,10:35:27.572,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
41,10:35:28.481,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
42,10:35:29.073,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
43,10:35:30.017,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
44,10:35:30.746,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
45,10:35:31.427,Regenerating Pokeball,Poke-Drill,0.056s,7,7,1,1.4,1.4,1,false
46,10:35:32.225,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
47,10:35:33.559,Regenerating Pokeball,Poke-Drill,0.723s,15,6,0.4,1.2,3,0.4,false
48,10:35:35.871,Regenerating Pokeball,Poke-Drill,1.735s,34,27,0.794,5.4,6.8,0.794,false
49,10:35:36.655,Regenerating Pokeball,Poke-Drill,0.049s,6,6,1,1.2,1.2,1,false
50,10:35:37.531,Regenerating Pokeball,Poke-Drill,0.049s,6,6,1,1.2,1.2,1,false
51,10:35:39.233,Regenerating Pokeball,Poke-Drill,1.07s,11,11,1,2.2,2.2,1,false
52,10:35:40.253,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
53,10:35:40.968,Regenerating Pokeball,Poke-Drill,0.049s,6,6,1,1.2,1.2,1,false
54,10:35:41.614,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
55,10:35:42.323,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
56,10:35:43.635,Regenerating Pokeball,Poke-Drill,0.652s,14,11,0.786,2.2,2.8,0.786,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Poke-Drill,575,502,100.399612,114.99939,

Kills:,56
Deaths:,0
Fight Time:,18.444
Avg TTK:,1.071
Damage Done:,100.399612
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,56.0
Scenario:,Pokeball Frenzy Auto Small 60s
Hash:,6746156ebc94ba47547c71894537cf76
Game Version:,2.0.2.0

Input Lag:,0
Max FPS (config):,144.0
Sens Scale:,Valorant
Horiz Sens:,0.6
Vert Sens:,0.6
FOV:,103.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
