Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,15:35:43.039,Pigeon,pistol,0.589s,2,1,0.5,50,250,0.2,false
2,15:35:43.865,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
3,15:35:44.718,Pigeon,pistol,0.288s,2,1,0.5,50,250,0.2,false
4,15:35:46.071,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
5,15:35:47.526,Pigeon,pistol,0.995s,2,1,0.5,50,250,0.2,false
6,15:35:48.388,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
7,15:35:48.883,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
8,15:35:49.537,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
9,15:35:51.238,Pigeon,pistol,1.147s,2,1,0.5,50,250,0.2,false
10,15:35:52.332,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
11,15:35:53.992,Pigeon,pistol,1.02s,3,1,0.333,50,375,0.133,false
12,15:35:55.178,Pigeon,pistol,0.634s,2,1,0.5,50,250,0.2,false
13,15:35:59.208,Pigeon,pistol,3.318s,5,1,0.2,50,625,0.08,false
14,15:36:00.104,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
15,15:36:02.017,Pigeon,pistol,1.23s,3,1,0.333,50,375,0.133,false
16,15:36:02.746,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
17,15:36:03.360,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
18,15:36:05.687,Pigeon,pistol,1.317s,3,1,0.333,50,375,0.133,false
19,15:36:06.287,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
20,15:36:07.476,Pigeon,pistol,0.574s,2,1,0.5,50,250,0.2,false
21,15:36:08.112,Pigeon,pistol,0.001s,1,1,1,50,125,0.4,false
22,15:36:08.993,Pigeon,pistol,0.327s,2,1,0.5,50,250,0.2,false
23,15:36:10.170,Pigeon,pistol,0.627s,2,1,0.5,50,250,0.2,false
24,15:36:18.068,Pigeon,pistol,6.955s,6,1,0.167,50,750,0.067,false
25,15:36:19.151,Pigeon,pistol,0.324s,2,1,0.5,50,250,0.2,false
26,15:36:22.082,Pigeon,pistol,2.406s,4,1,0.25,50,500,0.1,false
27,15:36:22.657,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
28,15:36:23.698,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
29,15:36:25.728,Pigeon,pistol,0.742s,2,1,0.5,50,250,0.2,false
30,15:36:26.277,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
31,15:36:30.231,Pigeon,pistol,3.397s,5,1,0.2,50,625,0.08,false
32,15:36:32.006,Pigeon,pistol,0.976s,2,1,0.5,50,250,0.2,false
33,15:36:33.022,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
34,15:36:33.498,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
35,15:36:35.358,Pigeon,pistol,0.875s,3,1,0.333,50,375,0.133,false
36,15:36:37.284,Pigeon,pistol,1.199s,3,1,0.333,50,375,0.133,false
37,15:36:37.931,Pigeon,pistol,0.001s,1,1,1,50,125,0.4,false
38,15:36:39.694,Pigeon,pistol,1.344s,3,1,0.333,50,375,0.133,false
39,15:36:40.996,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
40,15:36:42.245,Pigeon,pistol,0.654s,2,1,0.5,50,250,0.2,false
41,15:36:42.694,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
42,15:36:43.238,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
43,15:36:45.953,Pigeon,pistol,1.5s,3,1,0.333,50,375,0.133,false
44,15:36:46.540,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
45,15:36:48.362,Pigeon,pistol,1.252s,2,1,0.5,50,250,0.2,false
46,15:36:49.126,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
47,15:36:49.694,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
48,15:36:50.290,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
49,15:36:51.388,Pigeon,pistol,0.43s,2,1,0.5,50,250,0.2,false
50,15:36:52.144,Pigeon,pistol,0s,1,1,1,50,125,0.4,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,96,50,2500.0,12000.0,

Kills:,50
Deaths:,0
Fight Time:,34.122002
Avg TTK:,1.412
Damage Done:,2500.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,26.041666
Scenario:,Bounce 180
Hash:,28c00569c77cdbb9a321ffb8a8363220
Game Version:,2.0.2.0

Input Lag:,0
Max FPS (config):,202.0
Sens Scale:,Valorant
Horiz Sens:,0.6
Vert Sens:,0.6
FOV:,103.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
