Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,10:27:33.297,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
2,10:27:34.644,Shinji Bot,pistol,0.569s,2,1,0.5,2000,4000,0.5,false
3,10:27:34.873,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
4,10:27:35.588,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
5,10:27:35.991,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
6,10:27:36.638,Shinji small Bot,pistol,0.001s,1,1,1,2000,2000,1,false
7,10:27:37.145,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
8,10:27:37.526,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
9,10:27:38.464,Shinji Bot,pistol,0.403s,2,1,0.5,2000,4000,0.5,false
10,10:27:38.984,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
11,10:27:39.561,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
12,10:27:39.964,Shinji Bot,pistol,0.001s,1,1,1,2000,2000,1,false
13,10:27:40.339,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
14,10:27:41.041,Shinji Bot,pistol,0.001s,1,1,1,2000,2000,1,false
15,10:27:41.478,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
16,10:27:42.041,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
17,10:27:42.561,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
18,10:27:43.318,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
19,10:27:43.658,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
20,10:27:44.179,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
21,10:27:44.644,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
22,10:27:44.950,Shinji Bot,pistol,0.001s,1,1,1,2000,2000,1,false
23,10:27:45.471,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
24,10:27:45.860,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
25,10:27:46.450,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
26,10:27:46.916,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
27,10:27:47.526,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
28,10:27:48.395,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
29,10:27:48.985,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
30,10:27:49.423,Shinji small Bot,pistol,0.001s,1,1,1,2000,2000,1,false
31,10:27:49.929,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
32,10:27:50.513,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
