Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,10:12:51.453,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
2,10:12:52.192,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
3,10:12:52.768,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
4,10:12:53.477,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
5,10:12:54.130,Shinji Bot,pistol,0.001s,1,1,1,2000,2000,1,false
6,10:12:54.872,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
7,10:12:55.463,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
8,10:12:55.957,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
9,10:12:56.582,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
10,10:12:57.236,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
11,10:12:57.867,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
12,10:12:58.402,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
13,10:12:59.006,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
14,10:12:59.347,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
15,10:12:59.660,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
16,10:13:00.340,Shinji Bot,pistol,0.285s,2,1,0.5,2000,4000,0.5,false
17,10:13:00.895,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
18,10:13:01.305,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
19,10:13:01.867,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
20,10:13:02.513,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
21,10:13:03.006,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
22,10:13:03.506,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
23,10:13:04.041,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
24,10:13:04.583,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
25,10:13:05.326,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
26,10:13:05.951,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
27,10:13:06.208,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
28,10:13:06.819,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
29,10:13:07.347,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
30,10:13:07.757,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
31,10:13:08.222,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
32,10:13:08.576,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
33,10:13:09.368,Shinji Bot,pistol,0.306s,2,1,0.5,2000,4000,0.5,false
34,10:13:09.965,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
35,10:13:10.458,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
36,10:13:11.027,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
37,10:13:11.430,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
38,10:13:12.410,Shinji small Bot,pistol,0.514s,2,1,0.5,2000,4000,0.5,false
39,10:13:12.840,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
40,10:13:13.437,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
41,10:13:14.160,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
42,10:13:14.715,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
43,10:13:15.618,Shinji small Bot,pistol,0.348s,2,1,0.5,2000,4000,0.5,false
44,10:13:16.542,Shinji Bot,pistol,0.347s,2,1,0.5,2000,4000,0.5,false
45,10:13:17.160,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
46,10:13:17.612,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
47,10:13:18.215,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
48,10:13:19.465,Shinji small Bot,pistol,0.611s,2,1,0.5,2000,4000,0.5,false
49,10:13:19.993,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
50,10:13:20.402,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
