Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,11:58:21.013,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
2,11:58:21.623,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
3,11:58:23.068,Pigeon,pistol,0.972s,2,1,0.5,50,250,0.2,false
4,11:58:24.009,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
5,11:58:24.788,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
6,11:58:25.448,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
7,11:58:28.100,Pigeon,pistol,1.77s,4,1,0.25,50,500,0.1,false
8,11:58:28.990,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
9,11:58:30.497,Pigeon,pistol,0.75s,2,1,0.5,50,250,0.2,false
10,11:58:31.087,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
11,11:58:31.788,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
12,11:58:32.476,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
13,11:58:33.685,Pigeon,pistol,0.694s,2,1,0.5,50,250,0.2,false
14,11:58:35.080,Pigeon,pistol,0.729s,2,1,0.5,50,250,0.2,false
15,11:58:35.740,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
16,11:58:36.802,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
17,11:58:38.116,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
18,11:58:39.227,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
19,11:58:39.900,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
20,11:58:41.032,Pigeon,pistol,0.367s,2,1,0.5,50,250,0.2,false
21,11:58:42.323,Pigeon,pistol,0.764s,2,1,0.5,50,250,0.2,false
22,11:58:43.741,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
23,11:58:44.512,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
24,11:58:47.289,Pigeon,pistol,1.513s,3,1,0.333,50,375,0.133,false
25,11:58:48.053,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
26,11:58:49.379,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
27,11:58:49.823,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
28,11:58:50.748,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
29,11:58:52.484,Pigeon,pistol,1.381s,4,1,0.25,50,500,0.1,false
30,11:58:53.560,Pigeon,pistol,0.299s,2,1,0.5,50,250,0.2,false
31,11:58:54.866,Pigeon,pistol,0.812s,2,1,0.5,50,250,0.2,false
32,11:58:55.887,Pigeon,pistol,0.001s,1,1,1,50,125,0.4,false
33,11:58:56.539,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
34,11:58:57.581,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
35,11:58:58.610,Pigeon,pistol,0.298s,2,1,0.5,50,250,0.2,false
36,11:59:00.088,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
37,11:59:01.221,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
38,11:59:02.701,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
39,11:59:03.944,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
40,11:59:07.257,Pigeon,pistol,2.042s,3,1,0.333,50,375,0.133,false
41,11:59:08.062,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
42,11:59:08.750,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
