Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,10:30:11.384,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
2,10:30:12.148,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
3,10:30:12.592,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
4,10:30:12.974,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
5,10:30:13.488,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
6,10:30:13.842,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
7,10:30:14.196,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
8,10:30:14.537,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
9,10:30:15.474,Shinji small Bot,pistol,0.32s,2,1,0.5,2000,4000,0.5,false
10,10:30:15.995,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
11,10:30:16.600,Shinji Bot,pistol,0.001s,1,1,1,2000,2000,1,false
12,10:30:17.225,Shinji small Bot,pistol,0.001s,1,1,1,2000,2000,1,false
13,10:30:17.808,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
14,10:30:18.363,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
15,10:30:18.877,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
16,10:30:19.391,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
17,10:30:19.856,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
18,10:30:20.307,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
19,10:30:20.696,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
20,10:30:21.253,Shinji small Bot,pistol,0.001s,1,1,1,2000,2000,1,false
21,10:30:22.391,Shinji small Bot,pistol,0.645s,2,1,0.5,2000,4000,0.5,false
22,10:30:23.044,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
23,10:30:23.655,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
24,10:30:24.280,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
25,10:30:25.850,Shinji small Bot,pistol,0.696s,2,1,0.5,2000,4000,0.5,false
26,10:30:26.468,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
27,10:30:27.183,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
28,10:30:27.766,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
29,10:30:29.016,Shinji Bot,pistol,0.521s,2,1,0.5,2000,4000,0.5,false
30,10:30:29.571,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
31,10:30:30.128,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
32,10:30:30.656,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
33,10:30:31.058,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
34,10:30:31.732,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
35,10:30:32.225,Shinji Bot,pistol,0.001s,1,1,1,2000,2000,1,false
36,10:30:32.697,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
37,10:30:33.336,Shinji Bot,pistol,0.001s,1,1,1,2000,2000,1,false
38,10:30:33.801,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
39,10:30:34.427,Shinji Bot,pistol,0.001s,1,1,1,2000,2000,1,false
40,10:30:34.843,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
41,10:30:35.190,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
42,10:30:35.552,Shinji small Bot,pistol,0.001s,1,1,1,2000,2000,1,false
43,10:30:36.086,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
44,10:30:36.440,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
45,10:30:36.961,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
46,10:30:37.266,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
47,10:30:37.982,Shinji small Bot,pistol,0.292s,2,1,0.5,2000,4000,0.5,false
48,10:30:38.531,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
49,10:30:40.003,Shinji small Bot,pistol,0.653s,2,1,0.5,2000,4000,0.5,false
50,10:30:40.690,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
51,10:30:41.169,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
52,10:30:41.746,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
53,10:30:42.739,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
54,10:30:44.003,Shinji Bot,pistol,0.666s,2,1,0.5,2000,4000,0.5,false
55,10:30:44.447,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
56,10:30:45.496,Shinji Bot,pistol,0.313s,2,1,0.5,2000,4000,0.5,false
57,10:30:46.350,Shinji small Bot,pistol,0.499s,2,1,0.5,2000,4000,0.5,false
58,10:30:47.288,Shinji small Bot,pistol,0.472s,2,1,0.5,2000,4000,0.5,false
59,10:30:47.704,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
60,10:30:48.114,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
61,10:30:48.461,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
62,10:30:48.809,Shinji small Bot,pistol,0.001s,1,1,1,2000,2000,1,false
63,10:30:49.740,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
64,10:30:50.066,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
65,10:30:50.427,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
66,10:30:50.892,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
67,10:30:51.545,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
68,10:30:52.017,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
69,10:30:52.753,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
70,10:30:53.401,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
71,10:30:53.873,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
72,10:30:54.395,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
73,10:30:54.819,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
74,10:30:55.145,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
75,10:30:55.610,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
76,10:30:55.943,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
77,10:30:56.499,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
78,10:30:57.172,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
79,10:30:57.700,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
80,10:30:58.096,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
81,10:30:58.526,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
82,10:30:59.055,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
83,10:30:59.638,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
84,10:31:00.187,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
85,10:31:00.756,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
86,10:31:01.207,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
87,10:31:01.568,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
88,10:31:02.075,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
89,10:31:02.673,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
90,10:31:03.736,Shinji small Bot,pistol,0.708s,2,1,0.5,2000,4000,0.5,false
91,10:31:04.340,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
92,10:31:04.721,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
93,10:31:05.270,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
94,10:31:05.805,Shinji Bot,pistol,0.001s,1,1,1,2000,2000,1,false
95,10:31:06.228,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
96,10:31:06.853,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
97,10:31:07.319,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
98,10:31:08.763,Shinji small Bot,pistol,0.84s,3,1,0.333,2000,6000,0.333,false
99,10:31:09.062,Shinji small Bot,pistol,0.001s,1,1,1,2000,2000,1,false
100,10:31:09.638,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
101,10:31:10.159,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,114,101,202000.0,228000.0,

Kills:,101
Deaths:,0
Fight Time:,6.635
Avg TTK:,0.594
Damage Done:,202000.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,89.48246
Scenario:,Valorant Small Flicks
Hash:,551c4ed108bfdec58c6247683110c85b
Game Version:,2.0.2.0

Input Lag:,0
