Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,06:15:04.181,Shinji Bot,pistol,0.001s,1,1,1,2000,2000,1,false
2,06:15:05.000,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
3,06:15:06.584,Shinji Bot,pistol,1.035s,2,1,0.5,2000,4000,0.5,false
4,06:15:07.444,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
5,06:15:08.395,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
6,06:15:09.625,Shinji small Bot,pistol,0.368s,2,1,0.5,2000,4000,0.5,false
7,06:15:10.583,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
8,06:15:10.986,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
9,06:15:11.569,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
10,06:15:12.118,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
11,06:15:12.820,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
12,06:15:13.223,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
13,06:15:13.959,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
14,06:15:14.577,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
15,06:15:15.028,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
16,06:15:15.465,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
17,06:15:16.167,Shinji small Bot,pistol,0.001s,1,1,1,2000,2000,1,false
18,06:15:16.820,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
19,06:15:17.362,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
20,06:15:17.717,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
21,06:15:18.806,Shinji small Bot,pistol,0.424s,2,1,0.5,2000,4000,0.5,false
22,06:15:19.202,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
23,06:15:19.827,Shinji Bot,pistol,0.001s,1,1,1,2000,2000,1,false
24,06:15:20.535,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
25,06:15:20.910,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
26,06:15:21.549,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
27,06:15:22.015,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
28,06:15:22.473,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
29,06:15:23.251,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
30,06:15:23.883,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
31,06:15:24.424,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
32,06:15:24.980,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
33,06:15:25.459,Shinji small Bot,pistol,0.001s,1,1,1,2000,2000,1,false
34,06:15:26.042,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
35,06:15:26.633,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
36,06:15:27.098,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
37,06:15:27.737,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
38,06:15:28.188,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
39,06:15:29.223,Shinji Bot,pistol,0.549s,2,1,0.5,2000,4000,0.5,false
40,06:15:29.792,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
41,06:15:30.354,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
42,06:15:31.071,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
43,06:15:31.730,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
44,06:15:32.306,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
45,06:15:32.897,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
46,06:15:33.279,Shinji small Bot,pistol,0.001s,1,1,1,2000,2000,1,false
47,06:15:34.237,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
48,06:15:34.709,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
49,06:15:35.376,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
50,06:15:35.987,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
51,06:15:36.460,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
52,06:15:37.001,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
53,06:15:37.342,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
54,06:15:37.772,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
55,06:15:38.230,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
56,06:15:38.716,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
57,06:15:39.592,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
58,06:15:40.349,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
59,06:15:41.482,Shinji Bot,pistol,0.675s,2,1,0.5,2000,4000,0.5,false
60,06:15:42.044,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
61,06:15:42.593,Shinji Bot,pistol,0.001s,1,1,1,2000,2000,1,false
62,06:15:43.225,Shinji Bot,pistol,0.001s,1,1,1,2000,2000,1,false
63,06:15:43.613,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
64,06:15:44.086,Shinji Bot,pistol,0.001s,1,1,1,2000,2000,1,false
65,06:15:44.649,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
66,06:15:45.163,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
67,06:15:45.982,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
68,06:15:46.454,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
69,06:15:47.426,Shinji Bot,pistol,0.382s,2,1,0.5,2000,4000,0.5,false
70,06:15:48.364,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
71,06:15:49.461,Shinji Bot,pistol,0.423s,2,1,0.5,2000,4000,0.5,false
72,06:15:49.982,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
73,06:15:50.558,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
74,06:15:51.176,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
