Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,10:36:37.151,Regenerating Pokeball,Poke-Drill,0.077s,9,9,1,1.8,1.8,1,false
2,10:36:38.665,Regenerating Pokeball,Poke-Drill,0.888s,25,8,0.32,1.6,5,0.32,false
3,10:36:40.644,Regenerating Pokeball,Poke-Drill,0.986s,17,17,1,3.4,3.4,1,false
4,10:36:41.630,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
5,10:36:42.228,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
6,10:36:43.047,Regenerating Pokeball,Poke-Drill,0.069s,8,8,1,1.6,1.6,1,false
7,10:36:43.992,Regenerating Pokeball,Poke-Drill,0.049s,6,6,1,1.2,1.2,1,false
8,10:36:44.762,Regenerating Pokeball,Poke-Drill,0.055s,7,7,1,1.4,1.4,1,false
9,10:36:45.443,Regenerating Pokeball,Poke-Drill,0.076s,9,9,1,1.8,1.8,1,false
10,10:36:46.159,Regenerating Pokeball,Poke-Drill,0.084s,10,10,1,2,2,1,false
11,10:36:46.804,Regenerating Pokeball,Poke-Drill,0.049s,6,6,1,1.2,1.2,1,false
12,10:36:48.040,Regenerating Pokeball,Poke-Drill,0.527s,18,13,0.722,2.6,3.6,0.722,false
13,10:36:48.777,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
14,10:36:49.388,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
15,10:36:51.610,Regenerating Pokeball,Poke-Drill,1.534s,22,22,1,4.4,4.4,1,false
16,10:36:53.069,Regenerating Pokeball,Poke-Drill,0.799s,17,16,0.941,3.2,3.4,0.941,false
17,10:36:54.007,Regenerating Pokeball,Poke-Drill,0.049s,6,6,1,1.2,1.2,1,false
18,10:36:55.548,Regenerating Pokeball,Poke-Drill,0.792s,17,17,1,3.4,3.4,1,false
19,10:36:56.055,Regenerating Pokeball,Poke-Drill,0.076s,9,6,0.667,1.2,1.8,0.667,false
20,10:36:58.104,Regenerating Pokeball,Poke-Drill,1.521s,24,22,0.917,4.4,4.8,0.917,false
21,10:36:58.757,Regenerating Pokeball,Poke-Drill,0.069s,8,8,1,1.6,1.6,1,false
22,10:36:59.416,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
23,10:37:00.305,Regenerating Pokeball,Poke-Drill,0.049s,6,6,1,1.2,1.2,1,false
24,10:37:01.207,Regenerating Pokeball,Poke-Drill,0.049s,6,6,1,1.2,1.2,1,false
25,10:37:02.062,Regenerating Pokeball,Poke-Drill,0.076s,9,9,1,1.8,1.8,1,false
26,10:37:04.673,Regenerating Pokeball,Poke-Drill,1.909s,33,31,0.939,6.2,6.6,0.939,false
27,10:37:05.923,Regenerating Pokeball,Poke-Drill,0.736s,14,14,1,2.8,2.8,1,false
28,10:37:06.583,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
29,10:37:07.215,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
30,10:37:07.917,Regenerating Pokeball,Poke-Drill,0.049s,6,6,1,1.2,1.2,1,false
31,10:37:09.687,Regenerating Pokeball,Poke-Drill,0.895s,15,15,1,3,3,1,false
32,10:37:10.388,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
33,10:37:12.472,Regenerating Pokeball,Poke-Drill,1.395s,24,16,0.667,3.2,4.8,0.667,false
34,10:37:13.138,Regenerating Pokeball,Poke-Drill,0.083s,10,10,1,2,2,1,false
35,10:37:14.313,Regenerating Pokeball,Poke-Drill,0.049s,6,6,1,1.2,1.2,1,false
36,10:37:17.798,Regenerating Pokeball,Poke-Drill,2.528s,33,33,1,6.6,6.6,1,false
37,10:37:18.708,Regenerating Pokeball,Poke-Drill,0.049s,6,6,1,1.2,1.2,1,false
38,10:37:19.479,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
39,10:37:20.382,Regenerating Pokeball,Poke-Drill,0.049s,6,6,1,1.2,1.2,1,false
40,10:37:21.042,Regenerating Pokeball,Poke-Drill,0.083s,10,10,1,2,2,1,false
41,10:37:21.695,Regenerating Pokeball,Poke-Drill,0.049s,6,6,1,1.2,1.2,1,false
42,10:37:22.861,Regenerating Pokeball,Poke-Drill,0.666s,14,11,0.786,2.2,2.8,0.786,false
43,10:37:24.487,Regenerating Pokeball,Poke-Drill,1.07s,22,12,0.545,2.4,4.4,0.545,false
44,10:37:26.077,Regenerating Pokeball,Poke-Drill,0.903s,15,15,1,3,3,1,false
45,10:37:26.896,Regenerating Pokeball,Poke-Drill,0.049s,6,6,1,1.2,1.2,1,false
46,10:37:28.313,Regenerating Pokeball,Poke-Drill,0.729s,14,14,1,2.8,2.8,1,false
47,10:37:30.736,Regenerating Pokeball,Poke-Drill,1.888s,37,23,0.622,4.6,7.4,0.622,false
48,10:37:31.750,Regenerating Pokeball,Poke-Drill,0.076s,9,9,1,1.8,1.8,1,false
49,10:37:32.626,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
50,10:37:35.986,Regenerating Pokeball,Poke-Drill,2.52s,33,33,1,6.6,6.6,1,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Poke-Drill,618,553,110.599457,123.599258,

Kills:,50
Deaths:,0
Fight Time:,24.129
Avg TTK:,1.2
Damage Done:,110.599457
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,50.0
Scenario:,Pokeball Frenzy Auto Small 60s
Hash:,6746156ebc94ba47547c71894537cf76
Game Version:,2.0.2.0

Input Lag:,0
Max FPS (config):,144.0
Sens Scale:,Valorant
Horiz Sens:,0.6
Vert Sens:,0.6
FOV:,103.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
