Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,06:21:31.798,test,pistol,0s,1,1,1,1000,2000,0.5,false
2,06:21:33.666,test,pistol,1.187s,3,1,0.333,1000,6000,0.167,false
3,06:21:34.389,test,pistol,0.001s,1,1,1,1000,2000,0.5,false
4,06:21:35.118,test,pistol,0s,1,1,1,1000,2000,0.5,false
5,06:21:36.597,test,pistol,0.507s,2,1,0.5,1000,4000,0.25,false
6,06:21:37.243,test,pistol,0s,1,1,1,1000,2000,0.5,false
7,06:21:38.362,test,pistol,0.389s,2,1,0.5,1000,4000,0.25,false
8,06:21:39.507,test,pistol,0.382s,2,1,0.5,1000,4000,0.25,false
9,06:21:40.097,test,pistol,0s,1,1,1,1000,2000,0.5,false
10,06:21:41.430,test,pistol,0.708s,2,1,0.5,1000,4000,0.25,false
11,06:21:41.860,test,pistol,0s,1,1,1,1000,2000,0.5,false
12,06:21:44.257,test,pistol,1.625s,4,1,0.25,1000,8000,0.125,false
13,06:21:44.812,test,pistol,0s,1,1,1,1000,2000,0.5,false
14,06:21:46.438,test,pistol,0.972s,2,1,0.5,1000,4000,0.25,false
15,06:21:47.070,test,pistol,0s,1,1,1,1000,2000,0.5,false
16,06:21:47.715,test,pistol,0s,1,1,1,1000,2000,0.5,false
17,06:21:48.917,test,pistol,0s,1,1,1,1000,2000,0.5,false
18,06:21:49.793,test,pistol,0.001s,1,1,1,1000,2000,0.5,false
19,06:21:50.619,test,pistol,0s,1,1,1,1000,2000,0.5,false
20,06:21:51.375,test,pistol,0s,1,1,1,1000,2000,0.5,false
21,06:21:53.334,test,pistol,1.229s,4,1,0.25,1000,8000,0.125,false
22,06:21:54.034,test,pistol,0s,1,1,1,1000,2000,0.5,false
23,06:21:56.231,test,pistol,1.431s,3,1,0.333,1000,6000,0.167,false
24,06:21:59.251,test,pistol,1.68s,4,1,0.25,1000,8000,0.125,false
25,06:22:00.008,test,pistol,0s,1,1,1,1000,2000,0.5,false
26,06:22:00.814,test,pistol,0s,1,1,1,1000,2000,0.5,false
27,06:22:01.613,test,pistol,0s,1,1,1,1000,2000,0.5,false
28,06:22:02.404,test,pistol,0s,1,1,1,1000,2000,0.5,false
29,06:22:04.952,test,pistol,1.541s,4,1,0.25,1000,8000,0.125,false
