Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,15:47:27.458,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
2,15:47:28.666,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
3,15:47:30.021,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
4,15:47:31.340,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
5,15:47:32.402,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
6,15:47:35.520,Pigeon,pistol,1.43s,3,1,0.333,50,375,0.133,false
7,15:47:38.493,Pigeon,pistol,1.653s,3,1,0.333,50,375,0.133,false
8,15:47:39.535,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
9,15:47:42.660,Pigeon,pistol,2.646s,4,1,0.25,50,500,0.1,false
10,15:47:43.729,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
11,15:47:45.639,Pigeon,pistol,0.369s,2,1,0.5,50,250,0.2,false
12,15:47:46.959,Pigeon,pistol,0.001s,1,1,1,50,125,0.4,false
13,15:47:48.230,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
14,15:47:49.952,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
15,15:47:51.181,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
16,15:47:52.674,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
17,15:47:54.153,Pigeon,pistol,0.382s,2,1,0.5,50,250,0.2,false
18,15:47:55.549,Pigeon,pistol,0.001s,1,1,1,50,125,0.4,false
19,15:47:56.834,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
20,15:47:58.133,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
21,15:47:59.834,Pigeon,pistol,1.091s,2,1,0.5,50,250,0.2,false
22,15:48:01.119,Pigeon,pistol,0.459s,2,1,0.5,50,250,0.2,false
23,15:48:06.973,Pigeon,pistol,4.556s,6,1,0.167,50,750,0.067,false
24,15:48:08.404,Pigeon,pistol,0.965s,2,1,0.5,50,250,0.2,false
25,15:48:09.737,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
26,15:48:10.987,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
27,15:48:11.584,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
28,15:48:15.279,Pigeon,pistol,2.716s,4,1,0.25,50,500,0.1,false
29,15:48:17.245,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
30,15:48:18.827,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
31,15:48:20.133,Pigeon,pistol,0.417s,2,1,0.5,50,250,0.2,false
32,15:48:21.258,Pigeon,pistol,0.458s,2,1,0.5,50,250,0.2,false
33,15:48:24.051,Pigeon,pistol,1.243s,3,1,0.333,50,375,0.133,false
34,15:48:25.822,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
35,15:48:26.865,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
36,15:48:28.295,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
37,15:48:29.871,Pigeon,pistol,1.041s,2,1,0.5,50,250,0.2,false
38,15:48:31.330,Pigeon,pistol,0.361s,2,1,0.5,50,250,0.2,false
39,15:48:32.504,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
40,15:48:33.531,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
41,15:48:34.205,Pigeon,pistol,0.001s,1,1,1,50,125,0.4,false
42,15:48:35.518,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
43,15:48:36.448,Pigeon,pistol,0s,1,1,1,50,125,0.4,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,69,43,2150.0,8625.0,

Kills:,43
Deaths:,0
Fight Time:,19.790001
Avg TTK:,1.642
Damage Done:,2150.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,26.7971
Scenario:,Bounce 180
Hash:,28c00569c77cdbb9a321ffb8a8363220
Game Version:,2.0.2.0

Input Lag:,0
Max FPS (config):,144.0
Sens Scale:,Valorant
Horiz Sens:,0.6
Vert Sens:,0.6
FOV:,103.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
