Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,15:44:42.375,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
2,15:44:44.153,Pigeon,pistol,1.368s,2,1,0.5,50,250,0.2,false
3,15:44:45.473,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
4,15:44:48.174,Pigeon,pistol,1.396s,2,1,0.5,50,250,0.2,false
5,15:44:49.994,Pigeon,pistol,0.354s,2,1,0.5,50,250,0.2,false
6,15:44:52.501,Pigeon,pistol,1.077s,2,1,0.5,50,250,0.2,false
7,15:44:52.938,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
8,15:44:53.883,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
9,15:44:55.557,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
10,15:44:56.730,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
11,15:44:58.268,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
12,15:44:59.227,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
13,15:44:59.977,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
14,15:45:03.394,Pigeon,pistol,2.619s,4,1,0.25,50,500,0.1,false
15,15:45:04.692,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
16,15:45:06.831,Pigeon,pistol,0.931s,2,1,0.5,50,250,0.2,false
17,15:45:08.588,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
18,15:45:11.206,Pigeon,pistol,1.771s,2,1,0.5,50,250,0.2,false
19,15:45:12.068,Pigeon,pistol,0.001s,1,1,1,50,125,0.4,false
20,15:45:13.352,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
21,15:45:14.269,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
22,15:45:16.304,Pigeon,pistol,0.388s,2,1,0.5,50,250,0.2,false
23,15:45:19.068,Pigeon,pistol,1.43s,2,1,0.5,50,250,0.2,false
24,15:45:20.457,Pigeon,pistol,0.001s,1,1,1,50,125,0.4,false
25,15:45:22.041,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
26,15:45:24.339,Pigeon,pistol,1.25s,2,1,0.5,50,250,0.2,false
27,15:45:26.054,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
28,15:45:27.562,Pigeon,pistol,0.001s,1,1,1,50,125,0.4,false
29,15:45:29.200,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
30,15:45:30.366,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
31,15:45:31.673,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
32,15:45:33.325,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
33,15:45:34.610,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
34,15:45:36.111,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
35,15:45:37.374,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
36,15:45:38.638,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
37,15:45:39.041,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
38,15:45:40.229,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
39,15:45:41.418,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
40,15:45:43.273,Pigeon,pistol,1.21s,2,1,0.5,50,250,0.2,false
41,15:45:44.772,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
42,15:45:45.813,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
43,15:45:47.523,Pigeon,pistol,1.306s,2,1,0.5,50,250,0.2,false
44,15:45:48.724,Pigeon,pistol,0.001s,1,1,1,50,125,0.4,false
45,15:45:50.341,Pigeon,pistol,1.152s,2,1,0.5,50,250,0.2,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,60,45,2250.0,7500.0,

Kills:,45
Deaths:,0
Fight Time:,16.256001
Avg TTK:,1.569
Damage Done:,2250.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,33.75
Scenario:,Bounce 180
Hash:,28c00569c77cdbb9a321ffb8a8363220
Game Version:,2.0.2.0

Input Lag:,0
Max FPS (config):,144.0
Sens Scale:,Valorant
Horiz Sens:,0.6
Vert Sens:,0.6
FOV:,103.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
