Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,11:53:08.012,Pigeon,pistol,0.25s,2,1,0.5,50,250,0.2,false
2,11:53:09.616,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
3,11:53:11.347,Pigeon,pistol,1.133s,3,1,0.333,50,375,0.133,false
4,11:53:13.734,Pigeon,pistol,1.472s,2,1,0.5,50,250,0.2,false
5,11:53:15.470,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
6,11:53:16.532,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
7,11:53:18.234,Pigeon,pistol,1.349s,3,1,0.333,50,375,0.133,false
8,11:53:20.603,Pigeon,pistol,1.987s,3,1,0.333,50,375,0.133,false
9,11:53:21.067,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
10,11:53:22.449,Pigeon,pistol,0.868s,2,1,0.5,50,250,0.2,false
11,11:53:23.755,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
12,11:53:24.831,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
13,11:53:25.407,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
14,11:53:28.693,Pigeon,pistol,2.418s,5,1,0.2,50,625,0.08,false
15,11:53:29.706,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
16,11:53:30.561,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
17,11:53:31.319,Pigeon,pistol,0.001s,1,1,1,50,125,0.4,false
18,11:53:32.881,Pigeon,pistol,0.632s,2,1,0.5,50,250,0.2,false
19,11:53:33.249,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
20,11:53:34.629,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
21,11:53:35.850,Pigeon,pistol,0.001s,1,1,1,50,125,0.4,false
22,11:53:37.102,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
23,11:53:39.997,Pigeon,pistol,1.207s,2,1,0.5,50,250,0.2,false
24,11:53:41.505,Pigeon,pistol,1.091s,2,1,0.5,50,250,0.2,false
25,11:53:42.124,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
26,11:53:44.346,Pigeon,pistol,1.425s,2,1,0.5,50,250,0.2,false
27,11:53:45.269,Pigeon,pistol,0.001s,1,1,1,50,125,0.4,false
28,11:53:46.026,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
29,11:53:47.276,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
30,11:53:48.797,Pigeon,pistol,1.042s,3,1,0.333,50,375,0.133,false
31,11:53:49.603,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
32,11:53:50.262,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
33,11:53:50.873,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
34,11:53:51.443,Pigeon,pistol,0.001s,1,1,1,50,125,0.4,false
35,11:53:52.179,Pigeon,pistol,0.001s,1,1,1,50,125,0.4,false
36,11:53:54.519,Pigeon,pistol,1.472s,2,1,0.5,50,250,0.2,false
37,11:53:55.665,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
38,11:53:56.283,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
39,11:53:57.798,Pigeon,pistol,0.724s,2,1,0.5,50,250,0.2,false
40,11:53:58.478,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
41,11:54:00.534,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
42,11:54:01.769,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
43,11:54:02.825,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
44,11:54:03.374,Pigeon,pistol,0.001s,1,1,1,50,125,0.4,false
45,11:54:04.242,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
46,11:54:04.936,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
47,11:54:06.276,Pigeon,pistol,0.312s,2,1,0.5,50,250,0.2,false
48,11:54:07.091,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
49,11:54:07.806,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
50,11:54:12.160,Pigeon,pistol,3.242s,6,1,0.167,50,750,0.067,false
51,11:54:13.599,Pigeon,pistol,0.716s,2,1,0.5,50,250,0.2,false
52,11:54:14.355,Pigeon,pistol,0s,1,1,1,50,125,0.4,false
53,11:54:16.077,Pigeon,pistol,1s,2,1,0.5,50,250,0.2,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,82,53,2650.0,10250.0,

Kills:,53
Deaths:,0
Fight Time:,22.346001
Avg TTK:,1.332
Damage Done:,2650.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,34.256096
Scenario:,Bounce 180
Hash:,28c00569c77cdbb9a321ffb8a8363220
Game Version:,2.0.2.0

Input Lag:,0
Max FPS (config):,144.0
Sens Scale:,Valorant
Horiz Sens:,0.6
Vert Sens:,0.6
FOV:,103.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
